0.754878 0.56984
0.509755 0.139681
0.264633 0.709521
0.0195107 0.279361
0.774388 0.849201
0.529266 0.419042
0.284144 0.988882
0.0390213 0.558722
0.793899 0.128563
0.548777 0.698403
0.303654 0.268243
0.058532 0.838083
0.81341 0.407924
0.568287 0.977764
0.323165 0.547604
0.0780427 0.117445
0.83292 0.687285
0.587798 0.257125
0.342676 0.826966
0.0975533 0.396806
0.852431 0.966646
0.607309 0.536486
0.362186 0.106327
0.117064 0.676167
0.871942 0.246007
0.626819 0.815848
0.381697 0.385688
0.136575 0.955528
0.891452 0.525368
0.64633 0.0952087
0.401208 0.665049
0.156085 0.234889
0.910963 0.80473
0.665841 0.37457
0.420718 0.94441
0.175596 0.51425
0.930474 0.0840908
0.685351 0.653931
0.440229 0.223771
0.195107 0.793612
0.949984 0.363452
0.704862 0.933292
0.45974 0.503133
0.214617 0.0729728
0.969495 0.642813
0.724373 0.212653
0.47925 0.782494
0.234128 0.352334
0.989006 0.922174
0.743883 0.492015
0.498761 0.0618548
0.253639 0.631695
0.00851631 0.201535
0.763394 0.771376
0.518272 0.341216
0.273149 0.911056
0.028027 0.480897
0.782905 0.0507369
0.537782 0.620577
0.29266 0.190417
0.0475376 0.760258
0.802415 0.330098
0.557293 0.899938
0.312171 0.469779
0.0670483 0.0396189
0.821926 0.609459
0.576804 0.179299
0.331681 0.74914
0.086559 0.31898
0.841437 0.88882
0.596314 0.458661
0.351192 0.028501
0.10607 0.598341
0.860947 0.168182
0.615825 0.738022
0.370703 0.307862
0.12558 0.877702
0.880458 0.447543
0.635336 0.017383
0.390213 0.587223
0.145091 0.157064
0.899969 0.726904
0.654846 0.296744
0.409724 0.866584
0.164602 0.436425
0.919479 0.00626503
0.674357 0.576105
0.429235 0.145946
0.184112 0.715786
0.93899 0.285626
0.693868 0.855466
0.448745 0.425307
0.203623 0.995147
0.958501 0.564987
0.713378 0.134828
0.468256 0.704668
0.223134 0.274508
0.978011 0.844349
0.732889 0.414189
0.487767 0.984029
0.242644 0.553869
0.997522 0.12371
0.7524 0.69355
0.507277 0.26339
0.262155 0.833231
0.0170326 0.403071
0.77191 0.972911
0.526788 0.542751
0.281666 0.112592
0.0365433 0.682432
0.791421 0.252272
0.546299 0.822113
0.301176 0.391953
0.056054 0.961793
0.810932 0.531633
0.565809 0.101474
0.320687 0.671314
0.0755646 0.241154
0.830442 0.810995
0.58532 0.380835
0.340198 0.950675
0.0950753 0.520516
0.849953 0.0903558
0.604831 0.660196
0.359708 0.230036
0.114586 0.799877
0.869464 0.369717
0.624341 0.939557
0.379219 0.509398
0.134097 0.0792378
0.888974 0.649078
0.643852 0.218918
0.39873 0.788759
0.153607 0.358599
0.908485 0.928439
0.663363 0.49828
0.41824 0.0681199
0.173118 0.63796
0.927996 0.2078
0.682873 0.777641
0.437751 0.347481
0.192629 0.917321
0.947506 0.487162
0.702384 0.0570019
0.457262 0.626842
0.212139 0.196682
0.967017 0.766523
0.721895 0.336363
0.476772 0.906203
0.23165 0.476044
0.986528 0.0458839
0.741405 0.615724
0.496283 0.185565
0.251161 0.755405
0.00603827 0.325245
0.760916 0.895085
0.515794 0.464926
0.270671 0.034766
0.0255489 0.604606
0.780427 0.174447
0.535304 0.744287
0.290182 0.314127
0.0450596 0.883967
0.799937 0.453808
0.554815 0.023648
0.309693 0.593488
0.0645703 0.163329
0.819448 0.733169
0.574326 0.303009
0.329203 0.872849
0.0840809 0.44269
0.838959 0.0125301
0.593836 0.58237
0.348714 0.152211
0.103592 0.722051
0.858469 0.291891
0.613347 0.861732
0.368225 0.431572
0.123102 0.00141209
0.87798 0.571252
0.632858 0.141093
0.387735 0.710933
0.142613 0.280773
0.897491 0.850614
0.652368 0.420454
0.407246 0.990294
0.162124 0.560134
0.917001 0.129975
0.671879 0.699815
0.426757 0.269655
0.181634 0.839496
0.936512 0.409336
0.69139 0.979176
0.446267 0.549016
0.201145 0.118857
0.956023 0.688697
0.7109 0.258537
0.465778 0.828378
0.220656 0.398218
0.975533 0.968058
0.730411 0.537898
0.485289 0.107739
0.240166 0.677579
0.995044 0.247419
0.749922 0.81726
0.504799 0.3871
0.259677 0.95694
0.0145546 0.526781
0.769432 0.0966208
0.52431 0.666461
0.279188 0.236301
0.0340652 0.806142
0.788943 0.375982
0.543821 0.945822
0.298698 0.515663
0.0535759 0.0855029
0.808454 0.655343
0.563331 0.225183
0.318209 0.795024
0.0730866 0.364864
0.827964 0.934704
0.582842 0.504545
0.33772 0.0743849
0.0925972 0.644225
0.847475 0.214065
0.602353 0.783906
0.35723 0.353746
0.112108 0.923586
0.866986 0.493427
0.621863 0.0632669
0.376741 0.633107
0.131619 0.202948
0.886496 0.772788
0.641374 0.342628
0.396252 0.912468
0.151129 0.482309
0.906007 0.052149
0.660885 0.621989
0.415762 0.19183
0.17064 0.76167
0.925518 0.33151
0.680395 0.90135
0.435273 0.471191
0.190151 0.041031
0.945028 0.610871
0.699906 0.180712
0.454784 0.750552
0.209661 0.320392
0.964539 0.890232
0.719417 0.460073
0.474294 0.029913
0.229172 0.599753
0.98405 0.169594
0.738927 0.739434
0.493805 0.309274
0.248683 0.879114
0.00356023 0.448955
0.758438 0.0187951
0.513316 0.588635
0.268193 0.158476
0.0230709 0.728316
0.777949 0.298156
0.532826 0.867997
0.287704 0.437837
0.0425816 0.00767711
0.797459 0.577517
0.552337 0.147358
0.307215 0.717198
0.0620922 0.287038
